0.4319	0.407486	0.316809	0.352765	0.30406	0.291572	0.232902	0.252364	0.297866	0.431837	0.460683	0.404138	0.41284	0.292731	0.270453	0.207221	0.27093	0.453384	0.467659	0.357835	0.434398	0.403631	0.314822	0.238045	0.200197	0.166781	0.243221	0.226298	0.182133	0.18454	0.245602	0.289097	0.23818	0.260693	0.19589	0.181068	0.242472	0.191507	0.204414	0.404625	0.339348	0.391588	0.288555	0.328917	0.357038	0.240565	0.233382	0.276529	0.244482	0.279732	0.226415	0.17947	0.168646	0.273658	0.225724	0.195946	0.199264	0.154607	0.211144	0.173263	0.123386	0.174789	0.140569	0.309959	0.322446	0.518743	0.45204	0.0798412	0.0965022	0.141439	0.126596	0.0875627	0.242668	0.200767	0.318077	0.314577	0.183303	0.205492	0.147632	0.122863	0.147266	0.189309	0.186333	0.103737	0.193175	0.282393	0.202966	0.238914	0.189893	0.191258	0.29354	0.29689	0.226364	0.211969	0.292099	0.346508	0.329677	0.287163	0.413839	0.371927	0.304806	0.228701	0.1956	0.183196	0.178536	0.208889	0.198849	0.180343	0.249122	0.19592	0.264008	0.335023	0.340349	0.323676	0.22175	0.337374	0.311572	0.2537	0.249494	0.367965	0.363632	0.297371	0.232395	0.238903	0.367722	0.293494	0.309196	0.32464	
0.347835	0.377403	0.377745	0.362872	0.236416	0.182136	0.151684	0.220686	0.289741	0.486825	0.460469	0.44822	0.346085	0.287428	0.211348	0.290517	0.277684	0.357896	0.454797	0.437264	0.342311	0.263887	0.305866	0.236522	0.229365	0.223666	0.236521	0.245053	0.232081	0.216113	0.261301	0.288539	0.171928	0.159648	0.194609	0.231636	0.288703	0.196409	0.331493	0.519323	0.368215	0.309566	0.373777	0.303418	0.340713	0.263335	0.141274	0.12854	0.270666	0.260128	0.201401	0.21628	0.239547	0.251209	0.301641	0.214865	0.162373	0.115822	0.220988	0.143267	0.161636	0.171412	0.155619	0.23987	0.230646	0.405068	0.433478	0.236074	0.132624	0.131714	0.18685	0.172876	0.221722	0.223017	0.250206	0.21248	0.242088	0.18185	0.146229	0.169141	0.238218	0.200488	0.27089	0.121174	0.144337	0.270826	0.248645	0.192151	0.196474	0.175592	0.22343	0.259616	0.131856	0.176706	0.246066	0.294726	0.315309	0.332301	0.307937	0.306759	0.232729	0.216154	0.216177	0.201756	0.179527	0.187315	0.138292	0.170544	0.211293	0.282877	0.26324	0.359887	0.33012	0.239404	0.272307	0.289579	0.339518	0.285536	0.30737	0.425294	0.328817	0.275228	0.315797	0.314564	0.358199	0.343707	0.285739	0.372351	
0.458255	0.610829	0.380398	0.260011	0.246547	0.192389	0.174179	0.159279	0.403499	0.488918	0.425244	0.39499	0.332527	0.33972	0.262063	0.273371	0.228354	0.287778	0.367386	0.395953	0.295423	0.300755	0.355117	0.227473	0.239995	0.258577	0.242224	0.225033	0.19881	0.187718	0.253247	0.267832	0.289334	0.256433	0.110158	0.247577	0.221436	0.233944	0.53037	0.465419	0.345568	0.30734	0.284156	0.318238	0.305421	0.334549	0.140299	0.178376	0.180903	0.232704	0.209586	0.209963	0.208655	0.276429	0.212079	0.230311	0.150041	0.0860667	0.129237	0.105925	0.15076	0.14958	0.148516	0.324986	0.273646	0.406534	0.417291	0.286329	0.159163	0.155643	0.107447	0.135185	0.171841	0.20173	0.237699	0.242708	0.237205	0.225451	0.171113	0.195545	0.162273	0.225942	0.248926	0.21667	0.229241	0.201477	0.248347	0.167723	0.159197	0.145883	0.17768	0.270524	0.225784	0.249135	0.209276	0.203638	0.306885	0.306518	0.301843	0.310799	0.215268	0.211171	0.221273	0.168743	0.233882	0.195231	0.174361	0.187692	0.182154	0.240308	0.26171	0.184966	0.230753	0.310426	0.308357	0.335308	0.299152	0.267977	0.29117	0.356353	0.260757	0.335577	0.335119	0.310869	0.290143	0.334019	0.435948	0.359869	
0.497097	0.385736	0.293954	0.251521	0.309817	0.236159	0.137602	0.215781	0.384316	0.37614	0.348042	0.325821	0.336798	0.365008	0.214186	0.212826	0.259812	0.203498	0.251781	0.236234	0.232117	0.286031	0.316511	0.208428	0.234341	0.244054	0.28457	0.306635	0.198305	0.203847	0.215373	0.142673	0.219818	0.250395	0.268106	0.193337	0.234358	0.334667	0.443903	0.275922	0.344146	0.235442	0.275682	0.298194	0.322687	0.417655	0.333807	0.187931	0.283662	0.258204	0.130587	0.175868	0.232183	0.305428	0.173856	0.227159	0.216746	0.117433	0.126753	0.14229	0.214261	0.176217	0.224237	0.285968	0.225185	0.30407	0.402064	0.31455	0.11293	0.125252	0.140316	0.156364	0.135897	0.204379	0.23434	0.206503	0.207308	0.19886	0.19912	0.11719	0.259824	0.226153	0.223017	0.263111	0.176233	0.197785	0.272896	0.274436	0.18423	0.186251	0.201465	0.217923	0.184157	0.252005	0.248536	0.269984	0.245421	0.33653	0.302476	0.313967	0.246694	0.291207	0.188727	0.238379	0.242042	0.257281	0.179802	0.207402	0.21957	0.237148	0.261447	0.239337	0.326443	0.302154	0.32785	0.256861	0.309659	0.314542	0.319042	0.326336	0.357887	0.317215	0.353223	0.354919	0.30701	0.305722	0.370278	0.305955	
0.120088	0.0242671	0.113532	0.293842	0.355467	0.159976	0.0527455	0.172234	0.242774	0.263118	0.257818	0.299815	0.203932	0.22431	0.152692	0.180117	0.205449	0.262508	0.216632	0.246227	0.30684	0.246147	0.20886	0.230064	0.197809	0.240858	0.290088	0.190348	0.217991	0.314315	0.202229	0.224449	0.255634	0.294349	0.280397	0.265899	0.19378	0.297114	0.281716	0.340923	0.468393	0.35095	0.237126	0.370352	0.261021	0.348726	0.459189	0.250961	0.218456	0.288807	0.251707	0.289095	0.286024	0.278171	0.228297	0.221388	0.176202	0.175813	0.141712	0.12863	0.0873589	0.175859	0.161372	0.263789	0.233486	0.296003	0.43715	0.307371	0.224486	0.158099	0.172489	0.173369	0.194815	0.205558	0.207105	0.165554	0.206542	0.16385	0.22424	0.192158	0.188844	0.224545	0.270588	0.176837	0.165747	0.182999	0.220366	0.262987	0.21857	0.268376	0.204381	0.282823	0.305252	0.292394	0.312671	0.201826	0.168668	0.229803	0.335972	0.29911	0.265695	0.194437	0.2141	0.218417	0.252203	0.219408	0.154793	0.229064	0.233054	0.173232	0.208188	0.320202	0.331862	0.295308	0.301066	0.28475	0.254898	0.382194	0.277383	0.248041	0.302876	0.316684	0.295481	0.33384	0.270351	0.345916	0.437734	0.31394	
0.0266201	0.0756927	0.0775337	0.310243	0.224718	0.106294	0.108357	0.205405	0.104733	0.156585	0.11732	0.0613991	0.0250864	0.0883483	0.14874	0.164278	0.174532	0.213097	0.261129	0.202502	0.19069	0.174534	0.186667	0.248534	0.306849	0.318	0.263432	0.164915	0.322487	0.381665	0.228768	0.324284	0.200681	0.330486	0.288797	0.246351	0.233649	0.340336	0.417468	0.195815	0.294612	0.369211	0.219005	0.220753	0.305308	0.422205	0.439686	0.259986	0.303713	0.283947	0.270258	0.311167	0.311963	0.308971	0.230058	0.228016	0.192247	0.146362	0.169447	0.140636	0.143285	0.191591	0.198677	0.208857	0.14069	0.25426	0.266936	0.37837	0.233706	0.108643	0.135034	0.215772	0.12151	0.202073	0.201961	0.322724	0.27467	0.176391	0.17913	0.187389	0.209777	0.213135	0.26987	0.289217	0.305403	0.210928	0.170698	0.207177	0.22695	0.205557	0.151361	0.218377	0.377933	0.304429	0.26392	0.277907	0.175482	0.245401	0.336698	0.25211	0.296891	0.22728	0.180889	0.202203	0.257244	0.202702	0.224965	0.195288	0.198702	0.199773	0.249473	0.289972	0.331912	0.316701	0.277501	0.247493	0.33972	0.318346	0.33301	0.224648	0.348348	0.310943	0.384656	0.365623	0.285233	0.252898	0.332097	0.358908	
0.141769	0.244611	0.206585	0.168049	0.0739345	0.0801298	0.0987549	0.108312	0.132843	0.114319	0.088117	0.0914849	0.148329	0.128515	0.176634	0.187223	0.17835	0.311448	0.283303	0.195001	0.205684	0.218285	0.271813	0.229373	0.267269	0.253151	0.249055	0.207128	0.357514	0.425243	0.259774	0.294017	0.21334	0.235803	0.28424	0.35653	0.326206	0.480652	0.378085	0.177045	0.275746	0.395022	0.527451	0.499477	0.303873	0.31331	0.338367	0.323167	0.209713	0.322797	0.293424	0.238662	0.344449	0.350367	0.208823	0.224257	0.165322	0.171354	0.223539	0.152631	0.158831	0.152023	0.202896	0.245255	0.281401	0.298789	0.283487	0.396524	0.223573	0.142216	0.149562	0.162806	0.168018	0.16499	0.319084	0.446914	0.222656	0.202124	0.223073	0.210511	0.208105	0.209211	0.23449	0.287184	0.297293	0.245247	0.251977	0.248223	0.225108	0.260527	0.121443	0.23637	0.385667	0.35234	0.21265	0.223063	0.308578	0.191	0.235417	0.301464	0.247101	0.211796	0.171278	0.238471	0.293172	0.238623	0.190444	0.137299	0.210119	0.240805	0.29528	0.279953	0.272276	0.287661	0.289615	0.288539	0.316918	0.294146	0.305668	0.324574	0.279721	0.280752	0.389948	0.348121	0.276549	0.229871	0.240803	0.221429	
0.0843681	0.133278	0.13803	0.0630737	0	0.00558739	0.282345	0.183683	0.156423	0.190958	0.149536	0.141056	0.114001	0.0466208	0.204254	0.245944	0.273347	0.190368	0.199077	0.134538	0.229526	0.256297	0.123651	0.25412	0.181929	0.31484	0.247048	0.23609	0.403026	0.576923	0.236266	0.276914	0.212768	0.105742	0.140666	0.445522	0.498984	0.32621	0.224953	0.26772	0.361803	0.251598	0.545153	0.923862	0.653444	0.247704	0.289368	0.296853	0.250809	0.306239	0.265078	0.319992	0.318876	0.253092	0.177134	0.293427	0.21835	0.195542	0.137375	0.213454	0.139617	0.122255	0.116469	0.261743	0.282157	0.261271	0.265485	0.371789	0.314581	0.232225	0.152398	0.195107	0.175557	0.139387	0.325689	0.281489	0.216611	0.204824	0.221627	0.181082	0.250191	0.217602	0.238819	0.262037	0.282941	0.215479	0.279833	0.235787	0.146123	0.136902	0.221112	0.329412	0.369475	0.311256	0.243943	0.194293	0.26014	0.307624	0.285162	0.352763	0.220843	0.250939	0.242718	0.207375	0.251561	0.270072	0.211137	0.189156	0.171228	0.217566	0.237661	0.260237	0.29207	0.321476	0.326936	0.2793	0.310382	0.278856	0.313178	0.334482	0.302871	0.324348	0.271366	0.311542	0.35358	0.294271	0.277579	0.267209	
0.0649803	0.132332	0.171823	0.0741262	0.0918496	0.0899995	0.181971	0.374442	0.197498	0	0.156691	0.16641	0.0846836	0.229219	0.24611	0.148818	0.184049	0.206972	0.180043	0.148823	0.247269	0.199376	0.131108	0.214882	0.201244	0.266626	0.185282	0.230337	0.408706	0.492356	0.276846	0.202061	0.248047	0.24442	0.324552	0.408467	0.262783	0.258763	0.276188	0.273682	0.271525	0.274367	0.275083	0.562187	0.785701	0.422756	0.194236	0.359307	0.210422	0.252067	0.315953	0.351849	0.25199	0.166846	0.287441	0.319577	0.240102	0.147504	0.132381	0.207426	0.131748	0.140522	0.141158	0.283349	0.218384	0.14751	0.373943	0.326815	0.343021	0.31733	0.180707	0.170195	0.198323	0.16299	0.200851	0.148965	0.217468	0.22578	0.215686	0.199691	0.192754	0.234654	0.286036	0.266853	0.2631	0.198314	0.15541	0.226709	0.168405	0.214174	0.236093	0.31149	0.342322	0.386191	0.282977	0.215858	0.294961	0.250798	0.304422	0.274496	0.276513	0.273047	0.305827	0.251204	0.243864	0.238953	0.194364	0.174855	0.192154	0.215131	0.24844	0.203843	0.216347	0.321811	0.25574	0.224496	0.261689	0.292404	0.335921	0.316185	0.29855	0.34437	0.240645	0.300872	0.320062	0.329562	0.280037	0.291078	
0.0356909	0.0262558	0.0518715	0.137634	0.101629	0.0447473	0.0206315	0.123809	0.0817242	0.0174777	0.160806	0.100573	0.142225	0.158423	0.218898	0.153367	0.144803	0.0981653	0.232256	0.242791	0.212349	0.248861	0.138178	0.191961	0.182505	0.18194	0.213145	0.227496	0.364737	0.476127	0.307026	0.251769	0.193958	0.235734	0.374215	0.239488	0.204122	0.322523	0.298397	0.277624	0.236089	0.253629	0.273894	0.432117	0.546861	0.63245	0.20504	0.362682	0.363658	0.194344	0.206156	0.245139	0.361542	0.3345	0.330016	0.384639	0.278669	0.153403	0.164035	0.193137	0.15867	0.207575	0.196837	0.153578	0.246841	0.191508	0.325454	0.274196	0.264232	0.235226	0.229556	0.133368	0.165952	0.178304	0.27841	0.160182	0.210681	0.18581	0.244363	0.187763	0.202537	0.227229	0.268584	0.297017	0.268789	0.196378	0.150194	0.162837	0.189038	0.166326	0.242039	0.28596	0.300908	0.348028	0.28926	0.187452	0.182352	0.258093	0.276932	0.357923	0.34966	0.289321	0.260206	0.269607	0.190421	0.189558	0.227501	0.223829	0.170348	0.19746	0.206638	0.248891	0.239358	0.234432	0.255313	0.220604	0.250732	0.354674	0.269027	0.254287	0.320645	0.322053	0.345914	0.380876	0.336698	0.354826	0.204308	0.313145	
