0.458845	0.424006	0.303108	0.244589	0.448854	0.526808	0.360222	0.3102	0.35591	0.484144	0.319139	0.233343	0.234154	0.190897	0.197898	0.345846	0.26845	0.258195	0.236965	0.385257	0.44274	0.343853	0.277863	0.213478	0.220946	0.223893	0.305588	0.242222	0.222524	0.142818	0.173432	0.20855	0.504468	0.339351	0.0191202	0.0665629	0.211028	0.292213	0.312867	0.199656	0.213119	0.260064	0.209194	0.203121	0.206593	0.270142	0.257352	0.292626	0.405555	0.386569	0.27117	0.201003	0.253289	0.169472	0.281252	0.282105	0.331119	0.326638	0.304053	0.345002	0.41249	0.335546	0.319784	0.370737	
0.450165	0.372234	0.198833	0.204981	0.477893	0.42703	0.288036	0.218376	0.319062	0.38801	0.332643	0.313116	0.210269	0.315193	0.241644	0.225252	0.290054	0.165987	0.295561	0.532729	0.390635	0.321345	0.403442	0.256939	0.224161	0.176042	0.304521	0.249207	0.180608	0.137451	0.182766	0.261986	0.358416	0.416284	0.138075	0.168497	0.274867	0.247229	0.24518	0.244443	0.24596	0.263316	0.247854	0.330686	0.235308	0.216569	0.239694	0.310198	0.325444	0.36253	0.237235	0.187437	0.289053	0.213898	0.195263	0.281039	0.306065	0.329488	0.268719	0.347048	0.396364	0.299756	0.35712	0.359993	
0.05449	0.285609	0.218376	0.125013	0.211903	0.199939	0.175118	0.16789	0.301593	0.229554	0.318688	0.250849	0.327258	0.308161	0.290061	0.26502	0.294816	0.244843	0.326677	0.37314	0.335396	0.196833	0.433519	0.375385	0.207215	0.291171	0.277176	0.235029	0.214367	0.0721625	0.182272	0.234621	0.293188	0.414153	0.163456	0.176727	0.188557	0.300441	0.307905	0.193849	0.239246	0.266299	0.266292	0.342721	0.187046	0.234003	0.308315	0.240214	0.234764	0.347996	0.338251	0.252515	0.24413	0.226604	0.234174	0.292614	0.344109	0.321826	0.352401	0.295418	0.336659	0.377931	0.329288	0.329985	
0.137476	0.14355	0.0406305	0.217576	0.124273	0.14224	0.0825666	0.145193	0.2317	0.227904	0.237109	0.194155	0.296275	0.290219	0.496303	0.330347	0.196848	0.367443	0.518057	0.291761	0.252714	0.655777	0.431187	0.23669	0.279036	0.324467	0.265165	0.232494	0.170988	0.170423	0.156822	0.266356	0.308908	0.40328	0.33049	0.156549	0.180674	0.324178	0.270659	0.210841	0.192214	0.306901	0.254925	0.269971	0.240233	0.250706	0.402258	0.286844	0.29877	0.361358	0.274621	0.198098	0.251928	0.155263	0.245878	0.295957	0.342671	0.38251	0.321373	0.445064	0.270674	0.399516	0.284863	0.275508	
0.0982075	0.106212	0.012887	0.232574	0.195335	0.15621	0.217893	0.151958	0.186903	0.242419	0.241886	0.172499	0.229078	0.304266	0.524301	0.265731	0.19259	0.397065	0.387148	0.263552	0.241359	0.542227	0.670265	0.255053	0.282805	0.306787	0.303699	0.391053	0.280445	0.209667	0.194573	0.172769	0.277364	0.402806	0.379579	0.248395	0.220767	0.215512	0.219702	0.22265	0.230289	0.318496	0.208198	0.156019	0.173092	0.305381	0.382303	0.280413	0.274608	0.362933	0.370089	0.280255	0.307708	0.289914	0.278392	0.248485	0.274123	0.269627	0.304996	0.262239	0.323073	0.397172	0.375597	0.326878	
0.293488	0.156142	0.0856442	0.0581073	0.231911	0.145268	0.193787	0.153162	0.182228	0.248438	0.225856	0.223128	0.217205	0.136079	0.606486	0.340923	0.179664	0.375934	0.272663	0.362343	0.308889	0.282375	0.656825	0.572956	0.250644	0.245821	0.366189	0.420938	0.313534	0.247003	0.203821	0.291199	0.387676	0.340369	0.269662	0.266005	0.251977	0.2484	0.286134	0.238349	0.258931	0.275166	0.253175	0.267865	0.24867	0.282324	0.405592	0.28764	0.225579	0.472331	0.334132	0.227538	0.228601	0.23885	0.244136	0.214932	0.266499	0.302979	0.355852	0.32461	0.306427	0.358495	0.385186	0.344532	
0.276623	0.351677	0.263921	0.193352	0.201409	0.24645	0.219748	0.296914	0.253011	0.264555	0.14736	0.152016	0.430054	0.382396	0.593468	0.459276	0.371925	0.491647	0.204449	0.308457	0.287583	0.35674	0.610539	0.663621	0.35065	0.254535	0.282962	0.403695	0.247135	0.195526	0.151876	0.243998	0.253267	0.273005	0.283715	0.219177	0.211291	0.292641	0.218923	0.268177	0.239597	0.265577	0.320962	0.316746	0.141253	0.237349	0.361578	0.30553	0.261315	0.332882	0.353745	0.315926	0.197335	0.220903	0.220134	0.231171	0.237733	0.355267	0.316826	0.347515	0.399089	0.380173	0.349446	0.361936	
0.248505	0.245132	0.390949	0.305856	0.199535	0.257095	0.258932	0.182431	0.149215	0.254338	0.233056	0.0857332	0.392673	0.606553	0.326763	0.447596	0.315854	0.231896	0.282759	0.260977	0.265583	0.407151	0.492051	0.517622	0.410731	0.209083	0.309912	0.343229	0.258941	0.182576	0.198346	0.223935	0.218296	0.215332	0.331492	0.315076	0.209711	0.230799	0.251345	0.202801	0.226404	0.225568	0.265485	0.255919	0.257113	0.189938	0.280626	0.362419	0.24505	0.366723	0.41814	0.250503	0.161246	0.218919	0.205499	0.296861	0.291951	0.279944	0.339371	0.311625	0.306484	0.339862	0.340438	0.366771	
0.279353	0.222967	0.268923	0.347874	0.228694	0.235862	0.285412	0.236968	0.213946	0.129164	0.184531	0.194397	0.364837	0.651393	0.175709	0.460022	0.443304	0.143687	0.206168	0.187241	0.292161	0.352408	0.423554	0.590408	0.407373	0.249805	0.308765	0.310508	0.223371	0.266121	0.182951	0.251379	0.22544	0.375687	0.410774	0.389082	0.304289	0.26743	0.254804	0.232087	0.23322	0.335236	0.288095	0.324432	0.300374	0.241377	0.267474	0.350832	0.34461	0.361203	0.388036	0.288519	0.204514	0.246231	0.264288	0.234827	0.170641	0.223654	0.287867	0.289643	0.302979	0.419185	0.332222	0.328727	
0.325565	0.228483	0.294471	0.300424	0.229531	0.20926	0.248046	0.297612	0.221779	0.228018	0.217886	0.150476	0.422951	0.576811	0.329713	0.548204	0.414107	0.0580676	0.104791	0.193036	0.255126	0.411407	0.31973	0.447334	0.727849	0.509777	0.244138	0.344866	0.369533	0.291162	0.25318	0.22805	0.204261	0.293083	0.477278	0.457346	0.340973	0.211779	0.283904	0.391323	0.339871	0.353984	0.349145	0.259182	0.239682	0.211031	0.327455	0.399614	0.26851	0.40944	0.356337	0.284447	0.182377	0.259777	0.21927	0.235001	0.22934	0.194165	0.250157	0.281932	0.32525	0.409929	0.427459	0.32838	
