0.514178	0.50081	0.299021	0.171206	0.487724	0.510278	0.340121	0.252095	0.359169	0.43346	0.352857	0.266048	0.231467	0.246073	0.172081	0.28426	0.216439	0.182881	0.222152	0.423817	0.423036	0.335994	0.32917	0.219803	0.355827	0.17417	0.300205	0.211588	0.188847	0.245522	0.14787	0.199211	0.490234	0.419757	0.116151	0.122993	0.210572	0.292349	0.258382	0.246773	0.224509	0.251261	0.261979	0.239152	0.180655	0.290152	0.253603	0.290537	0.40761	0.368234	0.28016	0.213796	0.252257	0.232311	0.220844	0.313617	0.362978	0.335018	0.338031	0.380787	0.400303	0.328888	0.357549	0.363044	
0.526919	0.34735	0.155455	0.18152	0.374912	0.437081	0.392717	0.284176	0.277158	0.362338	0.290589	0.298658	0.226951	0.28576	0.232753	0.249093	0.2807	0.234043	0.250426	0.552573	0.352078	0.307414	0.347778	0.223777	0.350693	0.236212	0.265056	0.251673	0.198342	0.122229	0.165739	0.3257	0.364529	0.402801	0.157847	0.131742	0.218517	0.211564	0.240877	0.190576	0.246421	0.274931	0.260366	0.238651	0.257702	0.218195	0.25474	0.244032	0.365931	0.366724	0.289824	0.210539	0.248583	0.170555	0.27806	0.282427	0.347192	0.300636	0.324866	0.319694	0.428674	0.356388	0.394396	0.411028	
0.00201532	0.207069	0.226098	0.108967	0.29084	0.185124	0.199239	0.173156	0.258626	0.282451	0.199674	0.271812	0.261699	0.257326	0.334953	0.297521	0.379705	0.250551	0.309933	0.383803	0.317521	0.267677	0.388771	0.419406	0.262257	0.314942	0.336219	0.287039	0.158659	0.184176	0.0876663	0.2176	0.391434	0.370956	0.183833	0.179516	0.181768	0.280979	0.248793	0.159965	0.22317	0.305439	0.280352	0.221191	0.268862	0.214366	0.330896	0.222037	0.269368	0.35894	0.271283	0.219167	0.295938	0.22013	0.229402	0.258986	0.283276	0.30389	0.312052	0.348106	0.401116	0.395892	0.346811	0.324695	
0.174157	0.140368	0.0417525	0.229512	0.163217	0.0981151	0.103994	0.1338	0.277006	0.241676	0.212504	0.190563	0.314244	0.305239	0.450154	0.300069	0.189791	0.384722	0.505388	0.186043	0.282544	0.755018	0.49364	0.192781	0.318681	0.33474	0.299735	0.249111	0.206913	0.191687	0.115767	0.298013	0.278799	0.319145	0.293594	0.173287	0.183088	0.387393	0.269377	0.234382	0.207768	0.380052	0.319438	0.262179	0.188196	0.266804	0.377966	0.224325	0.264309	0.318928	0.252883	0.262657	0.260906	0.138928	0.252964	0.273464	0.326214	0.308418	0.351503	0.314905	0.352276	0.389624	0.265608	0.261792	
0.106125	0.0455259	0.0179257	0.274276	0.206766	0.150787	0.136144	0.172332	0.164852	0.21082	0.164277	0.143622	0.180908	0.231261	0.516624	0.279179	0.196149	0.348153	0.369658	0.335909	0.268277	0.557586	0.620474	0.230548	0.230768	0.308929	0.370415	0.40099	0.233864	0.198403	0.126088	0.239434	0.318062	0.411076	0.324466	0.2186	0.223537	0.236241	0.257932	0.191505	0.24533	0.342348	0.314424	0.20209	0.180924	0.328227	0.39901	0.36645	0.234509	0.33933	0.335119	0.279699	0.274385	0.251984	0.219813	0.231667	0.257563	0.263351	0.305067	0.362806	0.302519	0.302169	0.395889	0.284491	
0.218534	0.283368	0.0499619	0.0656126	0.105567	0.187788	0.185259	0.217109	0.210197	0.19644	0.167327	0.202571	0.187909	0.198956	0.543373	0.338677	0.146478	0.315566	0.291637	0.362583	0.361005	0.29563	0.561741	0.534971	0.224451	0.206967	0.37513	0.459816	0.281863	0.232768	0.244093	0.219649	0.387454	0.362304	0.260085	0.210888	0.254618	0.238065	0.310712	0.221902	0.286781	0.305526	0.206255	0.304619	0.262582	0.213173	0.466466	0.329947	0.263563	0.478194	0.333333	0.265791	0.207752	0.268117	0.224762	0.212337	0.244985	0.301474	0.334075	0.255377	0.270547	0.424593	0.375122	0.298842	
0.297023	0.308217	0.223606	0.213707	0.179082	0.168332	0.197034	0.269451	0.304821	0.241842	0.188731	0.107772	0.415603	0.341589	0.57385	0.471413	0.41972	0.4591	0.255439	0.247112	0.306794	0.326477	0.612493	0.667068	0.325045	0.189604	0.245081	0.48542	0.234096	0.240635	0.243211	0.256517	0.315784	0.200043	0.334179	0.261246	0.150394	0.228764	0.28221	0.271379	0.176356	0.261308	0.271503	0.247611	0.180677	0.239789	0.389579	0.321981	0.294353	0.391175	0.368817	0.345599	0.212744	0.213393	0.181434	0.244984	0.30346	0.304911	0.361043	0.332895	0.343581	0.388935	0.410183	0.330902	
0.253773	0.300492	0.407838	0.370053	0.239794	0.259945	0.266988	0.179312	0.230767	0.196768	0.220269	0.103579	0.369048	0.557986	0.371162	0.457736	0.377919	0.269374	0.232357	0.255627	0.355438	0.361058	0.544708	0.517456	0.36156	0.253806	0.268128	0.30326	0.271404	0.205783	0.207763	0.219185	0.236973	0.260606	0.35476	0.280729	0.3281	0.276828	0.245611	0.230084	0.244346	0.237212	0.228883	0.274997	0.239877	0.223527	0.279131	0.352299	0.230389	0.34168	0.403065	0.187306	0.215035	0.203611	0.218304	0.280052	0.2127	0.237895	0.375832	0.336314	0.402952	0.37043	0.309456	0.248972	
0.395645	0.186006	0.229012	0.333478	0.290204	0.186815	0.253161	0.200531	0.179759	0.128506	0.178086	0.145187	0.423505	0.665251	0.218493	0.513136	0.359855	0.164605	0.204601	0.278886	0.290727	0.354334	0.412509	0.586342	0.427703	0.26162	0.221169	0.274983	0.273836	0.250237	0.197073	0.195764	0.131083	0.264181	0.541508	0.390009	0.260359	0.201331	0.241719	0.291961	0.341773	0.307091	0.30591	0.299182	0.289255	0.274482	0.260403	0.384231	0.235256	0.342472	0.380719	0.214696	0.164578	0.184889	0.292725	0.251002	0.167093	0.272397	0.271332	0.315176	0.332918	0.441886	0.31615	0.319586	
0.471758	0.254089	0.261643	0.249922	0.190121	0.245259	0.22745	0.279077	0.16929	0.188797	0.208381	0.112656	0.365267	0.602536	0.289246	0.546645	0.519092	0.030644	0.143519	0.204256	0.299563	0.30041	0.3181	0.428554	0.687046	0.47319	0.241981	0.341969	0.352456	0.290839	0.241812	0.240925	0.165131	0.290434	0.439664	0.414712	0.314268	0.262769	0.28134	0.355345	0.30072	0.379651	0.288816	0.2931	0.215174	0.285087	0.297318	0.372498	0.350498	0.355063	0.384502	0.284617	0.232026	0.260315	0.279185	0.16908	0.231587	0.267563	0.179543	0.358978	0.347955	0.415927	0.294873	0.359237	
